blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
672,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,32,0,0,16,16,0,0,0,0,0,0,0,0
672,JLN DAMAI,9,1995,Y,N,N,Y,N,N,BD,92,0,0,0,76,16,0,0,0,0,0,0,0
672,JURONG WEST ST 65,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
672,KLANG LANE,1,2000,N,N,N,N,N,Y,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
672,WOODLANDS DR 71,12,1999,Y,N,N,Y,N,N,WL,91,0,0,0,0,91,0,0,0,0,0,0,0
672A,CHOA CHU KANG CRES,16,1998,Y,N,N,N,N,N,CCK,58,0,0,0,30,28,0,0,0,0,0,0,0
672A,EDGEFIELD PLAINS,16,2014,Y,N,N,N,N,N,PG,120,0,30,90,0,0,0,0,0,0,0,0,0
672A,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,107,0,0,0,32,75,0,0,0,0,0,0,0
672A,KLANG LANE,19,2000,Y,Y,N,Y,N,N,CT,93,0,0,0,36,57,0,0,0,0,0,0,0
672A,WOODLANDS DR 71,1,1999,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
672A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,180,0,132,48,0,0,0,0,0,0,0,0,0
672B,CHOA CHU KANG CRES,12,1998,Y,N,N,N,N,N,CCK,44,0,0,0,11,33,0,0,0,0,0,0,0
672B,EDGEFIELD PLAINS,17,2014,Y,N,N,N,N,N,PG,128,0,64,64,0,0,0,0,0,0,0,0,0
672B,KLANG LANE,19,2000,Y,N,N,Y,N,N,CT,93,0,0,0,36,57,0,0,0,0,0,0,0
672B,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,156,0,0,48,108,0,0,0,0,0,0,0,0
672C,EDGEFIELD PLAINS,17,2014,Y,N,N,N,N,N,PG,96,0,64,32,0,0,0,0,0,0,0,0,0
672C,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,144,0,0,24,120,0,0,0,0,0,0,0,0
672D,EDGEFIELD PLAINS,17,2014,Y,N,N,N,N,N,PG,128,0,0,0,128,0,0,0,0,0,0,0,0
673,CHOA CHU KANG CRES,16,1997,Y,N,N,N,N,N,CCK,113,0,0,0,84,29,0,0,0,0,0,0,0
673,EDGEFIELD PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
673,HOUGANG AVE 8,11,1985,Y,Y,N,N,N,N,HG,100,0,0,60,40,0,0,0,0,0,0,0,0
673,JURONG WEST ST 65,5,2000,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
673,WOODLANDS DR 71,12,1998,Y,N,N,N,N,N,WL,88,0,0,0,0,88,0,0,0,0,0,0,0
673,YISHUN AVE 4,7,2017,N,N,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
673A,CHOA CHU KANG CRES,16,1998,Y,N,N,Y,N,N,CCK,113,0,0,0,84,29,0,0,0,0,0,0,0
673A,EDGEFIELD PLAINS,18,2015,Y,N,N,Y,N,N,PG,116,0,0,34,82,0,0,0,0,0,0,0,0
673A,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,123,0,0,0,123,0,0,0,0,0,0,0,0
673A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,143,0,0,23,48,72,0,0,0,0,0,0,0
673B,CHOA CHU KANG CRES,1,1998,N,Y,N,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
673B,EDGEFIELD PLAINS,17,2015,Y,N,N,Y,N,N,PG,92,0,0,32,60,0,0,0,0,0,0,0,0
673B,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,105,0,0,0,30,75,0,0,0,0,0,0,0
673B,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,0,24,48,72,0,0,0,0,0,0,0
673C,EDGEFIELD PLAINS,17,2014,Y,N,N,N,N,N,PG,124,0,0,0,124,0,0,0,0,0,0,0,0
673C,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,122,0,0,0,62,60,0,0,0,0,0,0,0
673C,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,0,48,48,48,0,0,0,0,0,0,0
673D,YISHUN AVE 4,1,2018,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
674,CHOA CHU KANG CRES,12,1997,Y,N,N,N,N,N,CCK,42,0,0,0,0,21,21,0,0,0,0,0,0
674,EDGEFIELD PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
674,HOUGANG AVE 8,13,1986,Y,N,N,N,N,N,HG,148,0,0,74,74,0,0,0,0,0,0,0,0
674,JURONG WEST ST 65,5,2000,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
674,YISHUN AVE 4,8,2017,N,N,N,Y,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
674A,CHOA CHU KANG CRES,11,1997,Y,N,N,N,N,N,CCK,38,0,0,0,0,19,19,0,0,0,0,0,0
674A,JURONG WEST ST 65,16,2000,Y,N,N,Y,N,N,JW,105,0,0,0,30,75,0,0,0,0,0,0,0
674A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,0,0,84,60,0,0,0,0,0,0,0
674B,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,122,0,0,0,62,60,0,0,0,0,0,0,0
674B,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,0,0,84,60,0,0,0,0,0,0,0
674C,YISHUN AVE 4,1,2018,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
675,CHOA CHU KANG CRES,11,1997,Y,N,N,N,N,N,CCK,69,0,0,0,40,29,0,0,0,0,0,0,0
675,HOUGANG AVE 8,13,1986,Y,N,N,N,N,N,HG,120,0,0,0,120,0,0,0,0,0,0,0,0
675,JURONG WEST ST 64,6,2001,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
675,YISHUN AVE 4,2,2018,N,Y,N,Y,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
675A,CHOA CHU KANG CRES,5,1997,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
675A,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,104,0,0,0,74,30,0,0,0,0,0,0,0
675A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,96,24,24,0,0,0,0,0,0,0,0
675B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,124,0,0,0,32,92,0,0,0,0,0,0,0
675B,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,156,0,96,36,24,0,0,0,0,0,0,0,0
675C,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,131,0,48,24,59,0,0,0,0,0,0,0,0
675D,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,48,72,24,0,0,0,0,0,0,0,0
676,CHOA CHU KANG CRES,11,1997,Y,N,N,N,N,N,CCK,70,0,0,0,50,20,0,0,0,0,0,0,0
676,HOUGANG AVE 8,13,1986,Y,N,N,Y,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0
676,JURONG WEST ST 64,6,2001,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
676,PUNGGOL DR,3,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
676,WOODLANDS DR 71,8,2017,N,Y,Y,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
676,YISHUN RING RD,7,2017,N,Y,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
676A,CHOA CHU KANG CRES,12,1997,Y,N,N,N,N,N,CCK,64,0,0,0,42,22,0,0,0,0,0,0,0
676A,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,104,0,0,0,74,30,0,0,0,0,0,0,0
676A,PUNGGOL DR,17,2015,Y,N,N,N,N,Y,PG,88,0,0,0,88,0,0,0,0,0,0,0,0
676A,WOODLANDS DR 71,11,2017,Y,N,N,Y,N,N,WL,52,0,11,0,0,0,0,0,41,0,0,0,0
676A,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,72,0,24,0,0,0,0,0,0,0,0
676B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,124,0,0,0,32,92,0,0,0,0,0,0,0
676B,PUNGGOL DR,17,2015,Y,N,N,Y,N,N,PG,116,0,0,0,72,44,0,0,0,0,0,0,0
676B,WOODLANDS DR 71,11,2017,Y,N,N,Y,N,N,WL,52,0,15,0,0,0,0,0,37,0,0,0,0
676B,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,0,0,48,48,0,0,0,0,0,0,0
676C,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,62,0,0,0,32,30,0,0,0,0,0,0,0
676C,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,0,0,24,72,0,0,0,0,0,0,0
676D,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,78,0,0,0,46,32,0,0,0,0,0,0,0
677,CHOA CHU KANG CRES,11,1998,Y,N,N,N,N,N,CCK,146,0,0,0,66,60,20,0,0,0,0,0,0
677,HOUGANG AVE 8,13,1986,Y,N,N,Y,N,N,HG,119,0,0,70,48,1,0,0,0,0,0,0,0
677,JURONG WEST ST 64,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
677,PUNGGOL DR,2,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
677,RANGOON RD,5,1990,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
677,WOODLANDS AVE 6,13,1997,Y,N,N,Y,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0
677,YISHUN RING RD,1,2017,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
677A,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,107,0,0,0,32,75,0,0,0,0,0,0,0
677A,PUNGGOL DR,17,2015,Y,N,N,Y,N,N,PG,126,0,17,0,32,30,0,0,47,0,0,0,0
677A,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,48,0,48,0,0,0,0,0,0,0,0
677B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,60,0,0,0,30,30,0,0,0,0,0,0,0
677B,PUNGGOL DR,17,2015,Y,N,N,Y,N,N,PG,124,0,20,0,32,0,0,0,72,0,0,0,0
677B,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,0,0,24,72,0,0,0,0,0,0,0
677C,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,123,0,0,0,47,76,0,0,0,0,0,0,0
677C,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,96,0,0,0,32,64,0,0,0,0,0,0,0
677C,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,108,0,0,0,36,72,0,0,0,0,0,0,0
677D,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,110,0,0,0,39,71,0,0,0,0,0,0,0
678,CHOA CHU KANG CRES,11,1998,Y,N,N,N,N,N,CCK,146,0,0,0,66,60,20,0,0,0,0,0,0
678,HOUGANG AVE 8,9,1986,Y,Y,N,N,N,N,HG,118,0,0,75,43,0,0,0,0,0,0,0,0
678,JURONG WEST ST 64,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
678,PERUMAL RD,6,1990,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
678,PUNGGOL DR,2,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
678,WOODLANDS AVE 6,13,1997,Y,Y,N,Y,N,N,WL,99,0,0,0,56,43,0,0,0,0,0,0,0
678A,CHOA CHU KANG CRES,7,1998,N,Y,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
678A,JURONG WEST ST 64,16,2001,Y,N,N,Y,N,N,JW,120,0,0,0,30,90,0,0,0,0,0,0,0
678A,PUNGGOL DR,17,2015,Y,Y,N,N,N,N,PG,94,0,0,0,94,0,0,0,0,0,0,0,0
678A,WOODLANDS AVE 6,9,1997,N,Y,Y,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
678B,CHOA CHU KANG CRES,1,1998,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
678B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,60,0,0,0,30,30,0,0,0,0,0,0,0
678B,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,124,0,0,0,78,46,0,0,0,0,0,0,0
678C,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,123,0,0,0,47,76,0,0,0,0,0,0,0
678C,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,86,0,0,0,27,59,0,0,0,0,0,0,0
678D,JURONG WEST ST 64,16,2001,Y,Y,N,N,N,N,JW,107,0,0,0,32,75,0,0,0,0,0,0,0
679,CHOA CHU KANG CRES,11,1998,Y,N,N,Y,N,N,CCK,145,0,0,0,65,60,20,0,0,0,0,0,0
679,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,32,0,0,16,16,0,0,0,0,0,0,0,0
679,JURONG WEST CTRL 1,6,1998,N,Y,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
679,WOODLANDS AVE 6,13,1997,Y,N,N,Y,N,N,WL,93,0,0,0,47,46,0,0,0,0,0,0,0
679A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0
679A,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,90,0,0,0,60,30,0,0,0,0,0,0,0
679B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,60,0,0,0,0,60,0,0,0,0,0,0,0
679B,PUNGGOL DR,14,2015,Y,N,N,N,N,N,PG,52,0,0,0,26,26,0,0,0,0,0,0,0
679C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,130,0,0,0,102,28,0,0,0,0,0,0,0
679C,PUNGGOL DR,12,2015,Y,N,N,N,N,N,PG,66,0,0,0,33,33,0,0,0,0,0,0,0
679D,PUNGGOL DR,1,2016,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
68,BEDOK STH AVE 3,22,1977,Y,N,N,N,N,N,BD,84,0,0,0,0,84,0,0,0,0,0,0,0
68,CIRCUIT RD,10,1965,Y,N,N,N,N,N,GL,120,0,36,18,0,0,0,0,0,0,64,2,0
68,GEYLANG BAHRU,18,1974,Y,Y,N,N,N,N,KWN,387,0,0,378,0,9,0,0,0,0,0,0,0
68,LOR 5 TOA PAYOH,12,1966,Y,N,N,N,N,N,TP,240,0,0,0,0,0,0,0,0,0,229,11,0
68,REDHILL CL,30,1999,Y,N,N,N,N,N,BM,106,0,0,0,77,29,0,0,0,0,0,0,0
68,SENG POH LANE,1,1937,N,Y,N,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
68,TELOK BLANGAH HTS,15,1977,Y,N,N,N,N,N,BM,112,0,0,0,112,0,0,0,0,0,0,0,0
680,CHOA CHU KANG CRES,12,1998,Y,N,N,N,N,N,CCK,150,0,0,0,84,44,22,0,0,0,0,0,0
680,HOUGANG AVE 8,9,1986,Y,N,N,N,N,N,HG,88,0,0,0,88,0,0,0,0,0,0,0,0
680,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
680,WOODLANDS AVE 6,13,1997,Y,N,N,Y,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0
680A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0
680B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,64,0,0,0,0,64,0,0,0,0,0,0,0
680C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,116,0,0,0,88,28,0,0,0,0,0,0,0
681,CHOA CHU KANG CRES,12,1998,Y,N,N,N,N,N,CCK,150,0,0,0,84,44,22,0,0,0,0,0,0
681,HOUGANG AVE 8,4,1987,Y,Y,N,N,N,N,HG,73,0,0,61,12,0,0,0,0,0,0,0,0
681,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
681,PUNGGOL DR,6,2017,N,Y,N,Y,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
681,RACE COURSE RD,12,1985,Y,Y,N,N,N,N,KWN,121,0,0,0,121,0,0,0,0,0,0,0,0
681,WOODLANDS DR 62,5,1998,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
681A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0
681A,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0
681B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,64,0,0,0,0,64,0,0,0,0,0,0,0
681B,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0
681C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,116,0,0,0,88,28,0,0,0,0,0,0,0
681C,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0
681D,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0
682,CHOA CHU KANG CRES,11,1998,Y,N,N,Y,N,N,CCK,145,0,0,0,65,60,20,0,0,0,0,0,0
682,EDGEDALE PLAINS,8,2016,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
682,HOUGANG AVE 4,4,1987,Y,Y,N,N,N,N,HG,84,0,0,61,23,0,0,0,0,0,0,0,0
682,JURONG WEST CTRL 1,5,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
682,RACE COURSE RD,12,1985,Y,Y,N,N,N,N,KWN,44,0,0,0,22,22,0,0,0,0,0,0,0
682,WOODLANDS DR 62,1,1999,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
682A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,127,0,0,31,64,32,0,0,0,0,0,0,0
682A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0
682A,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0
682B,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,80,0,0,0,48,32,0,0,0,0,0,0,0
682B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,60,0,0,0,0,60,0,0,0,0,0,0,0
682B,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0
682C,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,96,0,0,32,32,32,0,0,0,0,0,0,0
682C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,130,0,0,0,102,28,0,0,0,0,0,0,0
682C,WOODLANDS DR 73,14,1998,Y,N,N,Y,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0
682D,WOODLANDS DR 73,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0
683,CHOA CHU KANG CRES,6,2000,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
683,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
683,HOUGANG AVE 8,4,1986,Y,Y,N,N,N,N,HG,58,0,0,50,8,0,0,0,0,0,0,0,0
683,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
683,TESSENSOHN RD,12,1985,Y,Y,N,N,N,N,KWN,121,0,0,0,121,0,0,0,0,0,0,0,0
683A,CHOA CHU KANG CRES,12,2000,Y,N,N,N,N,N,CCK,102,0,0,0,24,78,0,0,0,0,0,0,0
683A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,127,0,0,63,64,0,0,0,0,0,0,0,0
683A,JURONG WEST CTRL 1,17,1999,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
683A,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,80,26,0,0,0,0,0,0,0
683B,CHOA CHU KANG CRES,12,2000,Y,N,N,N,N,N,CCK,102,0,0,0,24,78,0,0,0,0,0,0,0
683B,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,PG,76,0,0,32,44,0,0,0,0,0,0,0,0
683B,JURONG WEST CTRL 1,17,1999,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
683B,WOODLANDS DR 62,10,1998,Y,N,N,N,N,N,WL,76,0,0,0,40,36,0,0,0,0,0,0,0
683C,CHOA CHU KANG CRES,13,2000,Y,N,N,N,N,N,CCK,84,0,0,0,36,48,0,0,0,0,0,0,0
683C,EDGEDALE PLAINS,15,2017,Y,N,N,N,N,N,PG,80,0,0,0,40,40,0,0,0,0,0,0,0
683C,JURONG WEST ST 64,17,1999,Y,N,N,N,N,N,JW,96,0,0,0,32,64,0,0,0,0,0,0,0
683C,WOODLANDS DR 62,10,1998,Y,N,N,N,N,N,WL,74,0,0,0,20,36,18,0,0,0,0,0,0
683D,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,108,0,0,0,30,52,26,0,0,0,0,0,0
684,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
684,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
684,HOUGANG AVE 8,4,1986,Y,Y,N,N,N,N,HG,65,0,0,57,8,0,0,0,0,0,0,0,0
684,JURONG WEST ST 64,6,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
684,RACE COURSE RD,14,1985,Y,Y,N,N,N,N,KWN,115,0,0,77,37,1,0,0,0,0,0,0,0
684A,CHOA CHU KANG CRES,13,2000,Y,Y,N,Y,N,N,CCK,96,0,0,0,24,72,0,0,0,0,0,0,0
684A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,128,0,0,0,64,64,0,0,0,0,0,0,0
684A,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
684A,WOODLANDS DR 73,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,80,26,0,0,0,0,0,0,0
684B,CHOA CHU KANG CRES,14,2000,Y,N,N,N,N,N,CCK,92,0,0,0,42,50,0,0,0,0,0,0,0
684B,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,PG,115,0,0,0,32,83,0,0,0,0,0,0,0
684B,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
684B,WOODLANDS DR 73,10,1998,Y,N,N,N,N,N,WL,76,0,0,0,40,36,0,0,0,0,0,0,0
684C,CHOA CHU KANG CRES,15,2000,Y,N,N,N,N,N,CCK,99,0,0,0,45,54,0,0,0,0,0,0,0
684C,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,142,0,0,32,62,48,0,0,0,0,0,0,0
684C,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,96,0,0,0,32,64,0,0,0,0,0,0,0
684C,WOODLANDS DR 62,10,1998,Y,N,N,N,N,N,WL,74,0,0,0,20,36,18,0,0,0,0,0,0
684D,CHOA CHU KANG CRES,14,2000,Y,N,N,Y,N,N,CCK,104,0,0,0,26,78,0,0,0,0,0,0,0
684D,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,PG,86,0,0,0,76,10,0,0,0,0,0,0,0
684D,WOODLANDS DR 73,14,1998,Y,N,N,N,N,N,WL,108,0,0,0,30,52,26,0,0,0,0,0,0
685,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
685,HOUGANG ST 61,8,1986,Y,Y,N,N,N,N,HG,61,0,0,47,13,1,0,0,0,0,0,0,0
685,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
685,RACE COURSE RD,16,1985,Y,Y,N,N,N,N,KWN,122,0,0,96,26,0,0,0,0,0,0,0,0
685,WOODLANDS DR 73,5,1998,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
685A,CHOA CHU KANG CRES,15,2000,Y,N,N,N,N,N,CCK,127,0,0,0,30,97,0,0,0,0,0,0,0
685A,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
685A,WOODLANDS DR 73,1,2002,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
685B,CHOA CHU KANG CRES,16,2000,Y,N,N,N,N,N,CCK,120,0,0,0,30,90,0,0,0,0,0,0,0
685B,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
685B,WOODLANDS DR 73,14,2001,Y,N,N,N,N,N,WL,94,0,0,0,0,94,0,0,0,0,0,0,0
685C,CHOA CHU KANG CRES,17,2000,Y,N,N,Y,N,N,CCK,96,0,0,0,96,0,0,0,0,0,0,0,0
685C,JURONG WEST CTRL 1,17,1999,Y,N,N,N,N,N,JW,96,0,0,0,32,64,0,0,0,0,0,0,0
685C,WOODLANDS DR 73,14,2001,Y,N,N,N,N,N,WL,108,0,0,0,0,108,0,0,0,0,0,0,0
686,CHOA CHU KANG CRES,6,2000,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
686,HOUGANG ST 61,12,1986,Y,Y,N,Y,N,N,HG,158,0,0,0,100,58,0,0,0,0,0,0,0
686,JURONG WEST CTRL 1,6,1999,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
686,WOODLANDS DR 73,6,2001,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
686A,CHOA CHU KANG CRES,16,2000,Y,N,N,N,N,N,CCK,136,0,0,0,32,104,0,0,0,0,0,0,0
686A,JURONG WEST CTRL 1,17,1999,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0
686A,WOODLANDS DR 73,15,2001,Y,N,N,N,N,N,WL,129,0,0,0,26,103,0,0,0,0,0,0,0
