blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
257,BOON LAY DR,15,1994,Y,N,N,N,N,N,JW,56,0,0,0,56,0,0,0,0,0,0,0,0
257,BT BATOK EAST AVE 4,12,1984,Y,Y,N,N,N,N,BB,88,0,0,0,12,76,0,0,0,0,0,0,0
257,COMPASSVALE RD,5,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
257,JURONG EAST ST 24,13,1982,Y,Y,N,Y,N,N,JE,235,0,0,150,84,1,0,0,0,0,0,0,0
257,KIM KEAT AVE,13,1988,Y,N,N,N,N,N,TP,60,0,0,0,0,0,60,0,0,0,0,0,0
257,PASIR RIS ST 21,10,1993,Y,Y,N,N,N,N,PRC,38,0,0,0,14,21,3,0,0,0,0,0,0
257,SERANGOON CTRL DR,15,1997,Y,N,N,N,N,N,SGN,102,0,0,0,50,52,0,0,0,0,0,0,0
257,SUMANG WALK,1,2016,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
257,TAMPINES ST 21,11,1983,Y,N,N,Y,N,N,TAP,100,0,0,0,16,84,0,0,0,0,0,0,0
257,YISHUN RING RD,10,1985,Y,N,N,N,N,N,YS,90,0,0,0,58,32,0,0,0,0,0,0,0
257A,BOON LAY DR,5,1993,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
257A,COMPASSVALE RD,15,1999,Y,N,N,N,N,N,SK,118,0,0,0,44,74,0,0,0,0,0,0,0
257A,PASIR RIS ST 21,4,1993,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
257A,SERANGOON CTRL DR,4,1997,N,N,N,N,Y,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0
257B,COMPASSVALE RD,15,1999,Y,N,N,Y,N,N,SK,84,0,0,0,84,0,0,0,0,0,0,0,0
257C,COMPASSVALE RD,15,1999,Y,Y,N,N,N,N,SK,128,0,0,0,44,84,0,0,0,0,0,0,0
258,ANG MO KIO AVE 4,4,1976,Y,N,N,N,N,N,AMK,48,0,0,42,6,0,0,0,0,0,0,0,0
258,BISHAN ST 22,4,1990,Y,N,N,N,N,N,BH,12,0,0,0,0,0,12,0,0,0,0,0,0
258,BOON LAY DR,15,1994,Y,N,N,N,N,N,JW,56,0,0,0,56,0,0,0,0,0,0,0,0
258,BT BATOK EAST AVE 4,12,1984,Y,N,N,N,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0
258,BT PANJANG RING RD,2,1988,N,Y,N,N,N,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
258,COMPASSVALE RD,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
258,JURONG EAST ST 24,12,1982,Y,N,N,N,N,N,JE,120,0,0,0,20,100,0,0,0,0,0,0,0
258,KIM KEAT AVE,13,1988,Y,N,N,Y,N,N,TP,96,0,0,0,54,42,0,0,0,0,0,0,0
258,PASIR RIS ST 21,5,1995,N,Y,N,Y,N,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
258,PUNGGOL FIELD,1,2015,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
258,SERANGOON CTRL DR,15,1997,Y,N,N,N,N,N,SGN,102,0,0,0,50,52,0,0,0,0,0,0,0
258,TAMPINES ST 21,4,1983,Y,N,N,N,N,N,TAP,56,0,0,40,16,0,0,0,0,0,0,0,0
258,YISHUN ST 22,4,1984,Y,N,N,N,N,N,YS,14,0,0,0,0,0,14,0,0,0,0,0,0
258A,COMPASSVALE RD,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
258A,PUNGGOL FIELD,17,2015,Y,N,N,N,N,N,PG,94,0,0,0,64,30,0,0,0,0,0,0,0
258B,COMPASSVALE RD,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
258B,PUNGGOL FIELD,17,2015,Y,N,N,N,N,N,PG,64,0,0,32,32,0,0,0,0,0,0,0,0
258C,COMPASSVALE RD,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
258C,PUNGGOL FIELD,17,2015,Y,N,N,N,N,N,PG,96,0,0,0,32,64,0,0,0,0,0,0,0
258D,COMPASSVALE RD,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
259,ANG MO KIO AVE 2,25,1981,Y,N,N,N,N,N,AMK,96,0,0,0,0,96,0,0,0,0,0,0,0
259,BISHAN ST 22,16,1991,Y,Y,N,N,N,N,BH,69,0,0,0,54,15,0,0,0,0,0,0,0
259,BOON LAY DR,15,1994,Y,N,N,N,N,N,JW,56,0,0,0,56,0,0,0,0,0,0,0,0
259,BT PANJANG RING RD,12,1988,Y,Y,N,N,N,N,BP,95,0,0,0,78,17,0,0,0,0,0,0,0
259,BT BATOK EAST AVE 4,12,1985,Y,Y,N,N,N,N,BB,135,0,0,88,46,1,0,0,0,0,0,0,0
259,COMPASSVALE RD,5,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
259,JURONG EAST ST 24,4,1982,Y,Y,N,N,N,N,JE,12,0,0,10,2,0,0,0,0,0,0,0,0
259,KIM KEAT AVE,13,1988,Y,N,N,Y,N,N,TP,120,0,0,0,78,42,0,0,0,0,0,0,0
259,PASIR RIS ST 21,2,1995,N,Y,N,N,N,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
259,PUNGGOL FIELD,7,2014,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
259,TAMPINES ST 21,11,1983,Y,Y,N,N,N,N,TAP,144,0,0,62,82,0,0,0,0,0,0,0,0
259,YISHUN ST 22,10,1985,Y,N,N,Y,N,N,YS,90,0,0,0,58,32,0,0,0,0,0,0,0
259A,BANGKIT RD,5,1988,N,Y,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
259A,COMPASSVALE RD,15,1999,Y,N,N,Y,N,N,SK,102,0,0,0,28,74,0,0,0,0,0,0,0
259A,PUNGGOL FIELD,17,2014,Y,N,N,N,N,N,PG,94,0,0,0,64,30,0,0,0,0,0,0,0
259B,BANGKIT RD,15,2015,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
259B,COMPASSVALE RD,15,1999,Y,N,N,Y,N,N,SK,84,0,0,0,84,0,0,0,0,0,0,0,0
259B,PUNGGOL FIELD,17,2014,Y,N,N,N,N,N,PG,96,0,0,64,32,0,0,0,0,0,0,0,0
259C,COMPASSVALE RD,15,1999,Y,N,N,Y,N,N,SK,112,0,0,0,28,84,0,0,0,0,0,0,0
259C,PUNGGOL FIELD,17,2014,Y,N,N,Y,N,N,PG,128,0,0,0,64,64,0,0,0,0,0,0,0
26,BENDEMEER RD,24,1971,Y,N,N,N,N,N,KWN,92,0,0,69,23,0,0,0,0,0,0,0,0
26,CHAI CHEE RD,18,1991,Y,N,N,N,N,N,BD,82,0,0,0,27,55,0,0,0,0,0,0,0
26,DOVER CRES,25,1977,Y,N,N,N,N,N,QT,96,0,0,0,0,96,0,0,0,0,0,0,0
26,GHIM MOH LINK,30,2011,Y,N,N,N,N,N,QT,227,0,84,143,0,0,0,0,0,0,0,0,0
26,JLN KLINIK,10,1963,Y,N,N,Y,N,N,BM,107,0,0,106,1,0,0,0,0,0,0,0,0
26,JLN MEMBINA,7,2007,N,Y,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
26,JLN BERSEH,16,1978,Y,Y,N,N,N,N,CT,120,0,0,0,120,0,0,0,0,0,0,0,0
26,MARSILING DR,13,1976,Y,N,N,N,N,N,WL,120,0,0,0,120,0,0,0,0,0,0,0,0
26,NEW UPP CHANGI RD,2,1977,Y,Y,N,N,N,N,BD,3,0,0,3,0,0,0,0,0,0,0,0,0
26,SECTOR A SIN MING IND EST,12,1974,Y,N,N,Y,N,N,BH,396,0,0,0,0,0,0,0,0,396,0,0,0
26,ST. GEORGE'S LANE,8,2018,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
26,TANGLIN HALT RD,10,1962,Y,N,N,N,N,N,QT,111,0,24,81,3,0,0,0,0,0,3,0,0
26,TECK WHYE LANE,12,1978,Y,Y,N,N,N,N,CCK,143,0,0,122,20,1,0,0,0,0,0,0,0
26,TELOK BLANGAH CRES,25,1975,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0
26,TIONG BAHRU RD,4,1949,Y,N,N,N,N,N,BM,16,0,0,16,0,0,0,0,0,0,0,0,0
26,TOA PAYOH EAST,11,1970,Y,N,N,N,N,N,TP,198,0,0,198,0,0,0,0,0,0,0,0,0
26A,CHAI CHEE RD,2,1991,N,Y,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
26A,JLN MEMBINA,27,2007,Y,N,N,N,N,N,BM,148,0,3,110,0,0,0,0,35,0,0,0,0
26A,ST. GEORGE'S LANE,32,2018,Y,N,N,N,N,N,KWN,240,0,18,62,120,0,0,0,40,0,0,0,0
26B,JLN MEMBINA,30,2007,Y,N,N,Y,N,N,BM,202,0,3,42,116,0,0,0,41,0,0,0,0
26B,ST. GEORGE'S LANE,32,2018,Y,N,N,N,N,N,KWN,211,0,0,0,211,0,0,0,0,0,0,0,0
26C,JLN MEMBINA,27,2007,Y,N,N,N,N,N,BM,184,0,0,80,104,0,0,0,0,0,0,0,0
26D,JLN MEMBINA,30,2007,Y,N,N,N,N,N,BM,202,0,0,86,116,0,0,0,0,0,0,0,0
260,ANG MO KIO ST 21,6,2016,N,Y,N,Y,Y,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0
260,BANGKIT RD,2,1988,N,Y,N,N,N,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
260,BISHAN ST 22,16,1991,Y,Y,N,N,N,N,BH,69,0,0,0,54,15,0,0,0,0,0,0,0
260,BOON LAY DR,15,1994,Y,N,N,Y,N,N,JW,98,0,0,0,42,56,0,0,0,0,0,0,0
260,BT BATOK EAST AVE 4,12,1984,Y,N,N,N,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0
260,JURONG EAST ST 24,10,1982,Y,N,N,Y,N,N,JE,90,0,0,0,16,74,0,0,0,0,0,0,0
260,KIM KEAT AVE,4,2002,N,Y,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
260,SENGKANG EAST WAY,5,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
260,TAMPINES ST 21,11,1983,Y,Y,N,N,N,N,TAP,80,0,0,0,12,68,0,0,0,0,0,0,0
260,YISHUN ST 22,12,1984,Y,N,N,Y,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0
260A,ANG MO KIO ST 21,28,2016,Y,N,N,N,N,N,AMK,133,0,0,0,80,53,0,0,0,0,0,0,0
260A,PUNGGOL WAY,17,2014,Y,N,N,Y,N,N,PG,62,0,0,0,30,32,0,0,0,0,0,0,0
260A,SENGKANG EAST WAY,15,1999,Y,Y,N,N,N,N,SK,102,0,0,0,28,74,0,0,0,0,0,0,0
260B,ANG MO KIO ST 21,26,2016,Y,N,N,Y,N,N,AMK,150,0,0,0,100,50,0,0,0,0,0,0,0
260B,PUNGGOL WAY,17,2014,Y,N,N,N,N,N,PG,64,0,0,0,32,32,0,0,0,0,0,0,0
260B,SENGKANG EAST WAY,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
260C,ANG MO KIO ST 21,1,2017,N,N,N,N,N,Y,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0
260C,PUNGGOL WAY,17,2014,Y,N,N,N,N,N,PG,64,0,0,0,64,0,0,0,0,0,0,0,0
260C,SENGKANG EAST WAY,15,1999,Y,N,N,N,N,N,SK,84,0,0,0,0,84,0,0,0,0,0,0,0
260D,SENGKANG EAST WAY,15,2000,Y,N,N,Y,N,N,SK,126,0,0,0,42,84,0,0,0,0,0,0,0
261,BISHAN ST 22,11,1991,Y,Y,N,Y,N,N,BH,85,0,0,0,0,0,85,0,0,0,0,0,0
261,BOON LAY DR,15,1994,Y,Y,N,N,N,N,JW,70,0,0,0,0,70,0,0,0,0,0,0,0
261,BT BATOK EAST AVE 4,4,1984,Y,N,N,N,N,N,BB,16,0,0,8,8,0,0,0,0,0,0,0,0
261,COMPASSVALE ST,5,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
261,JURONG EAST ST 24,13,1982,Y,Y,N,N,N,N,JE,175,0,0,110,64,0,1,0,0,0,0,0,0
261,PUNGGOL WAY,7,2014,N,Y,N,N,Y,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
261,SERANGOON CTRL DR,4,1988,Y,Y,N,N,N,N,SGN,52,0,0,52,0,0,0,0,0,0,0,0,0
261,TAMPINES ST 21,10,1983,Y,N,N,Y,N,N,TAP,126,0,0,45,81,0,0,0,0,0,0,0,0
261,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,TP,139,0,0,0,139,0,0,0,0,0,0,0,0
261,WATERLOO ST,5,1978,N,Y,N,Y,N,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
261,YISHUN ST 22,4,1985,Y,Y,N,N,N,N,YS,12,0,0,8,4,0,0,0,0,0,0,0,0
261A,PUNGGOL WAY,17,2014,Y,N,N,N,N,N,PG,120,0,0,88,32,0,0,0,0,0,0,0,0
261A,SENGKANG EAST WAY,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
261A,TOA PAYOH EAST,7,2018,N,N,N,Y,Y,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
261B,PUNGGOL WAY,17,2014,Y,N,N,N,N,N,PG,64,0,0,0,32,32,0,0,0,0,0,0,0
261B,SENGKANG EAST WAY,15,1999,Y,N,N,Y,N,N,SK,112,0,0,0,28,84,0,0,0,0,0,0,0
261C,PUNGGOL WAY,17,2014,Y,N,N,N,N,N,PG,64,0,0,0,64,0,0,0,0,0,0,0,0
261C,SENGKANG EAST WAY,15,1999,Y,Y,N,N,N,N,SK,84,0,0,0,84,0,0,0,0,0,0,0,0
261D,SENGKANG EAST WAY,15,1999,Y,N,N,N,N,N,SK,86,0,0,0,1,85,0,0,0,0,0,0,0
262,BISHAN ST 22,13,1991,Y,Y,N,N,N,N,BH,85,0,0,0,72,13,0,0,0,0,0,0,0
262,BOON LAY DR,14,1994,Y,N,N,Y,N,N,JW,119,0,0,0,73,46,0,0,0,0,0,0,0
262,BT BATOK EAST AVE 4,4,1984,Y,N,N,N,N,N,BB,24,0,0,16,8,0,0,0,0,0,0,0,0
262,COMPASSVALE ST,1,2000,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
262,JURONG EAST ST 24,4,1982,Y,Y,N,N,N,N,JE,15,0,0,13,2,0,0,0,0,0,0,0,0
262,SERANGOON CTRL DR,4,1988,Y,Y,N,N,N,N,SGN,47,0,0,46,0,1,0,0,0,0,0,0,0
262,TAMPINES ST 21,10,1983,Y,N,N,Y,N,N,TAP,144,0,0,54,90,0,0,0,0,0,0,0,0
262,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,TP,138,0,0,68,70,0,0,0,0,0,0,0,0
262,WATERLOO ST,18,1978,Y,N,N,N,N,N,CT,78,0,0,0,78,0,0,0,0,0,0,0,0
262,YISHUN ST 22,12,1984,Y,Y,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0
262A,BOON LAY DR,1,1994,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
262A,COMPASSVALE ST,15,1999,Y,N,N,Y,N,N,SK,126,0,0,0,42,84,0,0,0,0,0,0,0
262B,COMPASSVALE ST,15,2000,Y,N,N,N,N,N,SK,84,0,0,0,0,0,84,0,0,0,0,0,0
262C,COMPASSVALE ST,15,2000,Y,N,N,N,N,N,SK,84,0,0,0,0,0,84,0,0,0,0,0,0
262D,COMPASSVALE ST,15,1999,Y,N,N,N,N,N,SK,84,0,0,0,0,84,0,0,0,0,0,0,0
263,BISHAN ST 22,25,1991,Y,N,N,N,N,N,BH,121,0,0,0,96,25,0,0,0,0,0,0,0
263,BOON LAY DR,15,1994,Y,Y,N,N,N,N,JW,112,0,0,0,56,56,0,0,0,0,0,0,0
263,BT BATOK EAST AVE 4,12,1984,Y,N,N,N,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0
263,COMPASSVALE ST,1,2002,N,Y,N,N,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
263,JURONG EAST ST 24,11,1982,Y,N,N,N,N,N,JE,80,0,0,0,12,68,0,0,0,0,0,0,0
263,SERANGOON CTRL DR,6,1988,Y,Y,N,N,N,N,SGN,75,0,0,67,8,0,0,0,0,0,0,0,0
263,TAMPINES ST 21,10,1983,Y,N,N,Y,N,N,TAP,144,0,0,54,90,0,0,0,0,0,0,0,0
263,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,TP,140,0,0,70,70,0,0,0,0,0,0,0,0
263,WATERLOO ST,21,1978,Y,N,N,N,N,N,CT,124,0,0,120,0,4,0,0,0,0,0,0,0
263,YISHUN ST 22,12,1985,Y,N,N,N,N,N,YS,104,0,0,54,44,6,0,0,0,0,0,0,0
263A,BISHAN ST 22,5,1991,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
264,BISHAN ST 24,16,1991,Y,Y,N,N,N,N,BH,75,0,0,0,58,17,0,0,0,0,0,0,0
264,BOON LAY DR,15,1993,Y,N,N,N,N,N,JW,56,0,0,0,56,0,0,0,0,0,0,0,0
264,BT BATOK EAST AVE 4,12,1984,Y,N,N,N,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0
264,JURONG EAST ST 24,13,1982,Y,N,N,Y,N,N,JE,189,0,0,162,24,1,2,0,0,0,0,0,0
264,PUNGGOL WAY,1,2014,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
264,SERANGOON CTRL,3,1988,N,Y,N,Y,Y,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0
264,TAMPINES ST 21,10,1983,Y,Y,N,N,N,N,TAP,119,0,0,43,76,0,0,0,0,0,0,0,0
264,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,TP,140,0,0,0,140,0,0,0,0,0,0,0,0
264,WATERLOO ST,18,1978,Y,N,N,N,N,N,CT,127,0,0,124,0,3,0,0,0,0,0,0,0
264,YISHUN ST 22,12,1985,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0
264A,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,50,0,0,0,50,0,0,0,0,0,0,0,0
264A,PUNGGOL WAY,17,2014,Y,N,N,Y,N,N,PG,128,0,3,0,32,32,0,0,61,0,0,0,0
264B,COMPASSVALE BOW,17,2005,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
264C,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
264D,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
264E,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
264F,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
265,BISHAN ST 24,16,1991,Y,N,N,N,N,N,BH,84,0,0,0,67,17,0,0,0,0,0,0,0
265,BOON LAY DR,15,1993,Y,N,N,N,N,N,JW,56,0,0,0,56,0,0,0,0,0,0,0,0
265,BT BATOK EAST AVE 4,12,1985,Y,Y,N,N,N,N,BB,142,0,0,119,21,0,2,0,0,0,0,0,0
265,COMPASSVALE LINK,1,2006,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
265,SERANGOON CTRL DR,4,1989,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0
265,TAMPINES ST 21,10,1983,Y,N,N,Y,N,N,TAP,135,0,0,45,90,0,0,0,0,0,0,0,0
265,TOH GUAN RD,25,1997,Y,N,N,N,N,N,JE,135,0,0,0,45,90,0,0,0,0,0,0,0
265,YISHUN ST 22,11,1985,Y,N,N,Y,N,N,YS,154,0,0,0,102,52,0,0,0,0,0,0,0
265A,COMPASSVALE LINK,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
265A,PUNGGOL WAY,17,2013,Y,N,N,N,N,N,PG,128,0,3,0,32,32,0,0,61,0,0,0,0
265B,COMPASSVALE LINK,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
265B,PUNGGOL WAY,17,2013,Y,N,N,N,N,N,PG,64,0,0,0,32,32,0,0,0,0,0,0,0
265C,COMPASSVALE LINK,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
265C,PUNGGOL WAY,17,2013,Y,N,N,N,N,N,PG,64,0,0,0,32,32,0,0,0,0,0,0,0
265D,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
265D,PUNGGOL WAY,17,2013,Y,N,N,N,N,N,PG,64,0,0,0,32,32,0,0,0,0,0,0,0
265E,COMPASSVALE BOW,17,2005,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
266,BISHAN ST 24,16,1991,Y,N,N,N,N,N,BH,69,0,0,0,54,15,0,0,0,0,0,0,0
266,BOON LAY DR,15,1993,Y,N,N,N,N,N,JW,56,0,0,0,56,0,0,0,0,0,0,0,0
266,BT BATOK EAST AVE 4,12,1985,Y,N,N,N,N,N,BB,112,0,0,0,112,0,0,0,0,0,0,0,0
266,COMPASSVALE BOW,8,2005,N,Y,N,Y,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
266,PASIR RIS ST 21,8,1993,Y,N,N,N,N,N,PRC,37,0,0,0,0,0,37,0,0,0,0,0,0
266,PUNGGOL WAY,2,2013,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
266,SERANGOON CTRL DR,5,1990,N,Y,N,Y,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0
266,TAMPINES ST 21,10,1983,Y,N,N,N,N,N,TAP,126,0,0,45,81,0,0,0,0,0,0,0,0
266,TOH GUAN RD,10,1997,Y,N,N,N,N,N,JE,86,0,0,0,86,0,0,0,0,0,0,0,0
266,YISHUN ST 22,12,1985,Y,N,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0
266A,COMPASSVALE BOW,17,2005,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
266A,PUNGGOL WAY,17,2014,Y,N,N,Y,N,N,PG,120,0,6,0,30,30,0,0,54,0,0,0,0
266B,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
266B,PUNGGOL WAY,17,2014,Y,N,N,N,N,N,PG,112,0,0,48,64,0,0,0,0,0,0,0,0
266C,COMPASSVALE BOW,17,2006,Y,N,N,N,N,N,SK,64,0,0,0,64,0,0,0,0,0,0,0,0
266C,PUNGGOL WAY,17,2014,Y,Y,N,N,N,N,PG,112,0,0,48,64,0,0,0,0,0,0,0,0
266D,COMPASSVALE BOW,1,2006,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
266D,PUNGGOL WAY,17,2013,Y,N,N,N,N,N,PG,64,0,0,0,32,32,0,0,0,0,0,0,0
267,BISHAN ST 24,11,1991,Y,N,N,Y,N,N,BH,76,0,0,0,76,0,0,0,0,0,0,0,0
267,BOON LAY DR,15,1997,Y,N,N,N,N,N,JW,84,0,0,0,28,56,0,0,0,0,0,0,0
267,BT BATOK EAST AVE 4,11,1985,Y,N,N,Y,N,N,BB,143,0,0,101,41,1,0,0,0,0,0,0,0
267,COMPASSVALE LINK,7,2005,N,Y,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
267,PASIR RIS ST 21,8,1993,Y,N,N,N,N,N,PRC,37,0,0,0,0,0,37,0,0,0,0,0,0
267,PUNGGOL FIELD,3,2011,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
267,SERANGOON AVE 3,3,1995,N,Y,Y,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0
267,TAMPINES ST 21,11,1982,Y,Y,N,Y,N,N,TAP,305,0,0,199,105,0,1,0,0,0,0,0,0
267,TOH GUAN RD,25,1997,Y,N,N,N,N,N,JE,135,0,0,0,45,90,0,0,0,0,0,0,0
267,YISHUN ST 22,4,1984,Y,N,N,N,N,N,YS,32,0,0,24,8,0,0,0,0,0,0,0,0
267A,COMPASSVALE LINK,17,2005,Y,N,N,N,N,N,SK,95,0,0,0,63,32,0,0,0,0,0,0,0
267A,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
267A,PUNGGOL FIELD,16,2011,Y,N,N,Y,N,N,PG,89,0,0,0,57,32,0,0,0,0,0,0,0
267A,TOH GUAN RD,5,1997,N,Y,N,N,Y,N,JE,0,0,0,0,0,0,0,0,0,0,0,0,0
267B,COMPASSVALE LINK,17,2005,Y,N,N,N,N,N,SK,93,0,0,0,61,32,0,0,0,0,0,0,0
267B,PUNGGOL FIELD,16,2011,Y,N,N,Y,N,N,PG,89,0,0,0,57,32,0,0,0,0,0,0,0
267C,PUNGGOL FIELD,16,2011,Y,N,N,N,N,N,PG,58,0,0,0,13,45,0,0,0,0,0,0,0
268,BISHAN ST 24,18,1991,Y,Y,N,N,N,N,BH,99,0,0,0,88,11,0,0,0,0,0,0,0
268,BOON LAY DR,5,2000,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
268,BT BATOK EAST AVE 4,12,1985,Y,N,N,Y,N,N,BB,88,0,0,0,88,0,0,0,0,0,0,0,0
268,COMPASSVALE LINK,1,2005,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
268,PASIR RIS ST 21,8,1993,Y,N,N,N,N,N,PRC,42,0,0,0,0,0,42,0,0,0,0,0,0
268,PUNGGOL FIELD,1,2012,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
268,TAMPINES ST 21,11,1984,Y,N,N,N,N,N,TAP,120,0,0,0,20,100,0,0,0,0,0,0,0
268,TOH GUAN RD,16,1997,Y,N,N,N,N,N,JE,87,0,0,0,72,15,0,0,0,0,0,0,0
268,YISHUN ST 22,4,1984,Y,N,N,N,N,N,YS,32,0,0,24,8,0,0,0,0,0,0,0,0
268A,BISHAN ST 24,5,1991,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
268A,BOON LAY DR,16,2000,Y,N,N,N,N,N,JW,65,0,0,0,15,50,0,0,0,0,0,0,0
268A,COMPASSVALE LINK,17,2004,Y,N,N,N,N,N,SK,95,0,0,0,63,32,0,0,0,0,0,0,0
